Countries,Year,Male_count,Female_count,Total Population,Domestic Revenue (In Billions),International revenue (In Billions),Total Revenue (In Billions),International Arrivals,Literacy,Crime Rate,Currency,Curr_$,Salary/Hour
Sweden,2010,4671177,4706949,9378126,495.8,483.3,979.1,5183000,80.35,0.97,SEK,7.21,11.5
Sweden,2011,4710414,4738799,9449213,574.1,418.7,992.8,11567000,74.04,0.72,SEK,6.49,11.8
Sweden,2012,4748979,4770395,9519374,552.5,432.1,984.6,12372000,84,2.84,SEK,6.78,12
Sweden,2013,4792726,4807653,9600379,586.8,424.9,1011.8,10980000,85,1.64,SEK,6.51,12.3
Sweden,2014,4843615,4852495,9696110,582,476.7,1058.7,10522000,85.36,1.61,SEK,6.86,12.5
Sweden,2015,4897969,4901217,9799186,505.1,651.1,1156.2,6482000,71,1.5,SEK,8.43,12.76
Sweden,2016,4962512,4960573,9923085,515.7,725.9,1241.5,6782000,86,1.35,SEK,8.56,12.85
Sweden,2017,5032184,5025514,10057698,541,759.9,1300.9,7054000,77.7,1.22,SEK,8.55,13.18
Sweden,2018,5093124,5082090,10175214,555.5,792.1,1347.5,7440000,99,1.56,SEK,8.69,13.3
Sweden,2019,5147024,5131863,10278887,533.9,850.4,1384.2,7616000,99,1.59,SEK,9.46,13.38
Sweden,2020,5186267,5167175,10353442,541.5,797.6,1339.1,1957000,99,1.64,SEK,9.21,13.56
Sweden,2021,5219355,5196456,10415811,627.4,738.1,1365.5,1957000,99,1.64,SEK,8.58,13.82
Sweden,2022,5414720,5134627,10549347,621.2,768.7,1389.9,1957000,99,1.64,SEK,11.02,13.9
Thailand,2010,32931279,34263753,67195032,341.1,1272.8,1613.9,1953600,96,5.44,THB,31.69,3
Thailand,2011,33067052,34451327,67518379,370.8,1479.2,1850,19230000,96.43,4.9,THB,30.49,3
Thailand,2012,33199864,34636105,67835969,397.6,1510.5,1908.1,22354000,93.77,4.76,THB,31.08,3
Thailand,2013,33327962,34816557,68144519,420.3,1776.9,2197.2,26547000,93.7,3.94,THB,30.73,3
Thailand,2014,33448535,34990213,68438748,407.3,1684.2,2091.5,24810000,85.36,3.11,THB,32.48,3
Thailand,2015,33559468,35155051,68714519,401.3,1817,2218.3,29923000,92.87,3.42,THB,34.25,3
Thailand,2016,33660401,35310912,68971313,413.4,1828,2241.4,32530000,92.99,2.51,THB,35.3,3
Thailand,2017,33751826,35457991,69209817,456.4,1832.8,2289.2,35592000,77.7,2.2,THB,33.94,3.1
Thailand,2018,33833385,35595069,69428454,506.8,1935.3,2442.1,38178000,93.77,2.12,THB,32.31,3.22
Thailand,2019,33904846,35720735,69625581,544.1,1931.1,2475.2,39916000,86,1.73,THB,31.05,3.25
Thailand,2020,33966060,35833918,69799978,499.7,1764.6,2264.3,35592000,86.68,3.17,THB,31.29,3.3
Thailand,2021,34016802,35934042,69950844,506,1821.9,2327.9,38178000,88,3.17,THB,31.98,3.35
Thailand,2022,34511851,37185159,71697030,522,1957.4,2479.4,39916000,96.66,3.17,THB,37.73,3.4
Trinidad and Tobago,2010,657758,670386,1328144,22.2,114.9,137.1,490000,98.7,35.61,TTD,6.38,12.5
Trinidad and Tobago,2011,661551,674629,1336180,25.4,116.4,141.8,491000,74.04,26.34,TTD,6.41,12.5
Trinidad and Tobago,2012,665646,679168,1344814,25.8,117.8,143.6,504000,98.66,28.26,TTD,6.43,13
Trinidad and Tobago,2013,669873,683835,1353708,27.3,117.3,144.6,467000,99,30.07,TTD,6.44,13
Trinidad and Tobago,2014,673957,688380,1362337,27.6,119.6,147.3,455000,71,29.73,TTD,6.41,13.5
Trinidad and Tobago,2015,677717,692615,1370332,25.2,127.1,152.3,519000,85.36,30.65,TTD,6.38,13.5
Trinidad and Tobago,2016,681087,696476,1377563,22.4,141.3,163.7,492000,86,33.61,TTD,6.67,14
Trinidad and Tobago,2017,684081,699979,1384060,23.2,150,173.2,465000,98,35.69,TTD,6.78,14
Trinidad and Tobago,2018,686702,703139,1389841,23.8,158.3,182.1,501000,74.4,37.13,TTD,6.77,14.5
Trinidad and Tobago,2019,688982,705987,1394969,23.9,167.4,191.3,480000,86,38.57,TTD,6.75,14.5
Trinidad and Tobago,2020,690947,708544,1399491,21.4,160.3,181.7,141000,86.68,35.22,TTD,6.75,14.5
Trinidad and Tobago,2021,692570,710804,1403374,21.4,174.5,195.9,152400,94.02,36.32,TTD,6.76,15
Trinidad and Tobago,2022,753689,777355,1531044,21.5,191.1,212.7,152600,99.24,37.54,TTD,6.78,15
Turkiye,2010,35564246,36762746,72326992,220.2,556.8,777,32997000,96.74,4.24,TRY,1.5,7.25
Turkiye,2011,36112721,37330533,73443254,260.9,577.9,838.8,36769000,96.74,4.17,TRY,1.67,7.25
Turkiye,2012,36708592,37942454,74651046,286.4,594.2,880.6,37715000,96.74,4.31,TRY,1.8,7.5
Turkiye,2013,37340975,38584479,75925454,334.9,622.9,957.8,39861000,96.74,4.44,TRY,1.9,7.5
Turkiye,2014,37993284,39235978,77229262,368.8,570.2,939,41627000,96.74,4.76,TRY,2.19,7.75
Turkiye,2015,38650062,39879351,78529413,427.4,436.9,864.3,41114000,96.74,2.85,TRY,2.72,7.75
Turkiye,2016,39313518,40514350,79827868,479.8,389.9,869.7,30907000,96.74,3.39,TRY,3.02,7.98
Turkiye,2017,39978211,41138240,81116451,555.2,303.8,859,37970000,96.74,3.13,TRY,3.65,8.1
Turkiye,2018,40611933,41728157,82340090,649.4,129.1,778.5,46113000,96.74,2.62,TRY,4.83,8.3
Turkiye,2019,41173709,42255898,83429607,713.6,47.4,761,51747000,96.74,2.4,TRY,5.67,8.3
Turkiye,2020,41636125,42702942,84339067,692,198.7,890.6,15971000,96.74,2.48,TRY,7.01,8.4
Turkiye,2021,41984498,43058238,85042736,704.8,110.5,815.3,16548000,96.74,3.2,TRY,8.85,8.4
Turkiye,2022,43254691,43481228,86184639,776.5,80.3,856.8,17649000,96.74,3.45,TRY,18.59,8.43
Tanzania,2010,22119464,22227068,44346532,32,396.8,428.8,783000,67.8,8.77,TZS,1395.63,10.5
Tanzania,2011,22786199,22887321,45673520,34.7,451.8,486.4,868000,74.04,9.08,TZS,1557.43,10.5
Tanzania,2012,23477351,23575682,47053033,39.7,462.1,501.7,1077000,78.1,8.7,TZS,1571.7,10.7
Tanzania,2013,24192894,24290238,48483132,45.7,478.9,524.6,1096000,77.89,7.63,TZS,1597.56,10.7
Tanzania,2014,24932610,25027953,49960563,50,536.9,586.9,1140000,85.36,8.02,TZS,1653.23,10.9
Tanzania,2015,25696138,25786500,51482638,47.4,552.2,599.6,1137000,77.89,8.25,TZS,1991.39,10.9
Tanzania,2016,26483706,26565525,53049231,49.8,593.1,642.8,1284000,77.89,8.75,TZS,2177.09,11
Tanzania,2017,27294920,27365425,54660345,53.3,601.9,655.2,1327000,77.7,8.25,TZS,2228.86,11.5
Tanzania,2018,28127996,28185448,56313444,57,610.2,667.2,1506000,74.4,8.75,TZS,2263.78,11.5
Tanzania,2019,28980621,29024840,58005461,61.1,617.7,678.8,1527000,77.89,9.25,TZS,2288.21,11.6
Tanzania,2020,29851108,29883105,59734213,52.4,636.8,689.2,1327000,77.89,9.75,TZS,2294.15,11.6
Tanzania,2021,30738690,30759748,61498438,57.8,643.3,701.1,1506000,77.89,9.02,TZS,2297.76,11.61
Tanzania,2022,28497748,37000000,65497748,67.5,642.2,709.7,1527000,77.89,9.78,TZS,2330,11.61
Ukraine,2010,21173122,24697619,45870741,141.2,26.8,168.1,24114000,98.25,4.34,UAH,7.94,1.9
Ukraine,2011,21096145,24609941,45706086,169.3,71.4,240.7,24535000,99.43,3.4,UAH,7.97,2.1
Ukraine,2012,21051832,24541510,45593342,182.6,74.7,257.3,25061000,99.97,5.11,UAH,7.99,2.1
Ukraine,2013,21017385,24472263,45489648,190.5,66.8,257.3,26025000,99.97,5.12,UAH,7.99,2.25
Ukraine,2014,20931533,24340622,45272155,133.5,140.9,274.4,13227000,99.97,5.25,UAH,11.89,2.6
Ukraine,2015,20889479,24264557,45154036,91,315.7,406.7,13025000,99.8,5.55,UAH,21.84,2.85
Ukraine,2016,20829908,24174765,45004673,93.4,374.9,468.3,13734000,99.97,6.12,UAH,25.55,2.99
Ukraine,2017,20756848,24074287,44831135,112.1,485.7,597.8,14579000,99.97,6.34,UAH,26.6,3.45
Ukraine,2018,20665692,23956826,44622518,130.9,586.2,717.1,14342000,99.97,6.18,UAH,27.2,3.55
Ukraine,2019,20560867,23825336,44386203,153.9,609.6,763.5,13710000,99.97,3.4,UAH,25.85,3.67
Ukraine,2020,20447688,23684361,44132049,156.6,552,708.6,3382000,99.97,3.43,UAH,26.96,3.71
Ukraine,2021,20304986,23509595,43814581,200.1,545.3,745.4,14650000,99.97,3.4,UAH,27.29,3.88
Ukraine,2022,21000000,22000000,39701739,321.9,460.8,782.7,19564000,98.97,3.4,UAH,36.92,4
Uzbekistan,2010,14205332,14357068,28562400,49.8,543.2,592.9,975000,75.25,1.54,UZS,1578.42,6.25
Uzbekistan,2011,14596073,14743327,29339400,60.2,555.8,616,1393000,77.25,1.19,UZS,1736.94,6.25
Uzbekistan,2012,14817043,14957457,29774500,67.5,601.7,669.3,1895000,82.25,2.45,UZS,1936.94,6.55
Uzbekistan,2013,15055008,15188192,30243200,73.2,642.6,715.8,1969000,82.75,3.13,UZS,2094.99,6.55
Uzbekistan,2014,15316098,15441602,30757700,80.8,685.8,766.7,1862000,82.75,3.75,UZS,2310.95,6.75
Uzbekistan,2015,15590813,15708087,31298900,86.2,724,810.2,1918000,85.75,1.64,UZS,2567.99,6.75
Uzbekistan,2016,15869714,15978186,31847900,86.1,757,843.2,2027000,89.25,2.41,UZS,2965.25,6.95
Uzbekistan,2017,16144643,16243957,32388600,62.1,833.9,896,2690000,90.55,1.85,UZS,5113.88,6.95
Uzbekistan,2018,16432782,16523318,32956100,52.6,860.5,913.2,5346000,92.25,1.46,UZS,8069.61,7.1
Uzbekistan,2019,16748694,16831656,33580350,59.9,910.9,970.8,6749000,92.01,1.2,UZS,8836.79,7.15
Uzbekistan,2020,17077485,17154565,34232050,59.9,835.7,895.6,8756000,92.75,1.2,UZS,10054.26,7.25
Uzbekistan,2021,17420993,17494107,34915100,69.2,847.4,916.6,9764000,95.05,2.54,UZS,10609.46,7.25
Uzbekistan,2022,17013229,17614423,34627652,73.1,865.6,938.7,9952000,95.75,2.75,UZS,11214.9,7.25
Vietnam,2010,43746366,44221289,87967655,127.9,19.3,147.2,5050000,94.25,1.52,VND,18612.92,1.78
Vietnam,2011,44223191,44648193,88871384,129.4,43.2,172.6,6014000,95.122,1.53,VND,20509.75,1.87
Vietnam,2012,44709156,45092770,89801926,134,61.6,195.6,6848000,95.75,2.6,VND,20828,2.1
Vietnam,2013,45202060,45550533,90752593,139.7,74,213.7,7572000,97.75,2.76,VND,20933.42,2.1
Vietnam,2014,45699141,46014709,91713850,145.3,88.2,233.4,7874000,90.03,2.98,VND,21148,2.1
Vietnam,2015,46197466,46479616,92677082,152.2,87.1,239.3,7944000,97.75,3.25,VND,21697.57,2.2
Vietnam,2016,46696272,46944163,93640435,159.8,97.3,257.1,10013000,95.75,3.75,VND,21935,2.22
Vietnam,2017,47193015,47407628,94600643,167.4,114,281.4,12922000,87.7,3.87,VND,22370.09,2.35
Vietnam,2018,47680864,47865095,95545959,173.2,135.5,308.7,15498000,95,3.98,VND,22602.05,2.35
Vietnam,2019,48151352,48310756,96462108,181.4,149,330.4,18009000,95.8,4.25,VND,23050.24,2.4
Vietnam,2020,48598254,48740329,97338583,167.3,176,343.2,16837000,95.7,4.75,VND,23208.37,2.45
Vietnam,2021,49017994,49150835,98168829,176.9,185.7,362.6,17563000,97.75,4.75,VND,23159.78,2.525
Vietnam,2022,50089992,48096864,98186856,182.9,226,408.9,18834000,94.52,4.35,VND,24865,2.525
South Africa,2010,25269501,25947466,51216967,417.4,270.8,688.1,1130300,92.88,31.03,ZAR,7.32,7.25
South Africa,2011,25662032,26341727,52003759,458.2,302.8,761.1,1209700,93.1,29.91,ZAR,7.26,7.55
South Africa,2012,26075395,26757264,52832659,434.4,398.2,832.6,1306900,93.73,30.69,ZAR,8.21,7.9
South Africa,2013,26500317,27186808,53687125,400.9,521.1,921.9,1431800,95.02,31.71,ZAR,9.66,8.09
South Africa,2014,26924050,27620134,54544184,381.2,628.8,1010,1453000,94.14,32.64,ZAR,10.85,8.16
South Africa,2015,27337004,28049365,55386369,346.7,760.6,1107.4,1395200,94.37,33.71,ZAR,12.76,8.3
South Africa,2016,27735713,28471936,56207649,323.6,858.1,1181.7,1512100,87,33.83,ZAR,14.71,8.51
South Africa,2017,28121437,28888314,57009751,381.4,876.4,1257.8,1497500,87.05,35.67,ZAR,13.32,8.45
South Africa,2018,28495093,29297427,57792520,404.8,930.3,1335.2,1500400,95.02,36.4,ZAR,13.23,8.85
South Africa,2019,28859302,29698965,58558267,387.9,1010.9,1398.8,1479700,95,36.42,ZAR,14.45,9.05
South Africa,2020,29216012,30092678,59308690,335.4,959.5,1294.9,1346400,95.02,33.46,ZAR,16.46,9.25
South Africa,2021,29564652,30477344,60041996,419.9,893,1312.9,1356700,95.02,35.23,ZAR,14.78,9.7
South Africa,2022,20014192,39879693,59893885,426.2,941.9,1368,3243700,95.02,36.76,ZAR,18.23,9.87
Zimbabwe,2010,6049024,6648704,12697728,2.1,9.9,12,2239000,80.35,5.6,ZWD,1939.04,5.15
Zimbabwe,2011,6139115,6755208,12894323,2.5,11.6,14.1,2423000,83.58,5.8,ZWD,1939.92,4.25
Zimbabwe,2012,6240533,6874616,13115149,3.1,14.1,17.1,1794000,94,5.7,ZWD,1940.89,4.55
Zimbabwe,2013,6349221,7001157,13350378,3.2,15.9,19.1,1833000,83.6,6.2,ZWD,1941.85,5.5
Zimbabwe,2014,6459915,7126795,13586710,3.5,16,19.5,1880000,88.7,6.4,ZWD,1942.82,5.75
Zimbabwe,2015,6568778,7245864,13814642,4,16,20,2057000,71,6.7,ZWD,1943.78,5.75
Zimbabwe,2016,6674206,7356132,14030338,4.5,16,20.5,2168000,88.69,6.9,ZWD,1944.74,5.99
Zimbabwe,2017,6777054,7459545,14236599,5,12.6,17.6,2423000,77.7,7.1,ZWD,1945.5,6.35
Zimbabwe,2018,6879119,7559693,14438812,5.2,12.9,18.1,2580000,74.4,7.2,ZWD,1946.46,7.11
Zimbabwe,2019,6983353,7662120,14645473,5.7,13.6,19.3,2294000,88.69,7.4,ZWD,1947.43,7.12
Zimbabwe,2020,7092010,7770917,14862927,6.4,11.7,18.1,639000,90,7.6,ZWD,51.33,7.12
Zimbabwe,2021,7205231,7886940,15092171,6.9,19.4,26.2,1156000,94.02,7.8,ZWD,88.55,7.22
Zimbabwe,2022,7689558,8630979,16320537,7.4,20.2,27.6,1546000,77.7,7.9,ZWD,322,7.25
